x,y,z,roll,pitch,yaw
-0.12099273389904266,0.15376226120072645,0.45537096363188256,-0.00730536399975172,-0.06189886100067372,1.4151381233886324
-0.12098449691762499,0.15373282422467824,0.45549188395790524,-0.00729410086434677,-0.061994189495734,1.4154328401771328
-0.12098573790056481,0.15363588315899332,0.45553277296088146,-0.007267433466328061,-0.06233449569581664,1.4155506295496316
-0.12099028723757624,0.15364117448612782,0.4554801679092384,-0.007333015523918111,-0.06236349596100592,1.4156539830096326
-0.12102355860491124,0.1539431572981969,0.4552939935050003,-0.00797315043958404,-0.061833960999083254,1.4157102319883976
-0.12109210445476132,0.1547433500069491,0.4552327442951165,-0.008553314972574206,-0.059186105928553584,1.4163790067476867
-0.1212673049719314,0.15553922620629412,0.4552547388699305,-0.0091077273387054,-0.05592818103788499,1.417949514696692
-0.12150758018079376,0.15624209660579394,0.4552152938510834,-0.009620743199168039,-0.052637693292314595,1.4202614586233244
-0.1220062449583906,0.1564118095750444,0.45504836764986684,-0.01029043492502098,-0.050671934602816715,1.4238483040264662
-0.1231815676503462,0.15580091212984434,0.4549316670190198,-0.010879497774241301,-0.04968056797081426,1.431452439248576
-0.12509107288475943,0.15427280723855996,0.45481596686502335,-0.011228223260400103,-0.04975757919396491,1.4437381017887436
-0.12756997741301,0.15170730495491525,0.45457643806427017,-0.011196794652172532,-0.051556521690273006,1.4597843317050374
-0.13040439381746508,0.1483551876668381,0.45429627946804113,-0.010937957092728115,-0.05499659957275179,1.4785590509689777
-0.13344546955245684,0.14474035215378844,0.45407181927330337,-0.010826678520213424,-0.05826698886972543,1.499166061161296
-0.13658151940939908,0.14093070040392547,0.45388992281492285,-0.0105134632696297,-0.06088724186905432,1.5207734688985253
-0.13988044328874014,0.13675994926147753,0.4536741458242344,-0.010336146510295161,-0.06350267287982031,1.5442858796723344
-0.14351474905316308,0.13202664495113092,0.4534485720530316,-0.00965905998067262,-0.06601911491199726,1.5717941909912805
-0.14766811379753145,0.12585141093953228,0.4531287813009812,-0.009400783223655063,-0.07042832877004007,1.60523955298075
-0.15167488036855079,0.11959461878456257,0.45282334975432464,-0.009310382260754611,-0.0744290465071931,1.6393844429099316
-0.15548843527675416,0.11376699228657534,0.452644261041472,-0.009762491984783142,-0.07688099323376504,1.6723176437587848
-0.15895798484653165,0.10867679142186248,0.45261444120837696,-0.010105485891700159,-0.07750110489227871,1.7031307205013442
-0.16220461335670583,0.10383012717131286,0.4526872174201473,-0.010595384254730639,-0.07678338556585114,1.7331181411514738
-0.16512138476414115,0.09944184811126336,0.45305265804516376,-0.011621461937408263,-0.07288413826976704,1.7607394926253412
-0.16778616155308645,0.0949916059504875,0.45359546494068426,-0.013101816050433972,-0.06685550040202982,1.7877350009132917
-0.1703322569399538,0.09019444070906996,0.45396783290660614,-0.014194891741574036,-0.06257026655570115,1.815512124854521
-0.17353132599140828,0.08406368785727074,0.4545337487951316,-0.014969484466790313,-0.05765511430327859,1.8517514251146443
-0.17690079989225035,0.07767688270524427,0.4555366718814361,-0.01599461414247886,-0.04888634638445645,1.890533835096051
-0.18021327032701828,0.07136482538473488,0.4566376756908889,-0.017335083500901228,-0.03835378191179359,1.9295744116080948
-0.18324375015749333,0.06480942502261594,0.4574422213886684,-0.01795737618138879,-0.03042830638155341,1.9690812353147187
-0.18617783530126034,0.05739952645224427,0.4579682443345788,-0.018198256239004205,-0.024965815777382917,2.0127469767496042
-0.18853583907425764,0.05038172829468011,0.45832662008384617,-0.01776565620067908,-0.021364049543579407,2.0535696184430368
-0.1908822224025174,0.043614176331604464,0.4590778852928523,-0.017386374426111312,-0.013032449849469958,2.094626699768844
-0.19334193334509464,0.03774210797577126,0.460416083414892,-0.018080722772750572,0.003991758732050997,2.1332719351919622
-0.1956203697777972,0.03237179562628768,0.4616224910023734,-0.018899948992793843,0.02126817736329178,2.1688304495565727
-0.1973268634368703,0.026673000568418315,0.46221664119481753,-0.01948311466652238,0.03173497256717946,2.202346062335371
-0.19836573807186728,0.020753927896957083,0.46244776685365274,-0.019724025609188178,0.03665457633533557,2.2332233127654946
-0.19889880847685992,0.014344011838195808,0.4623938842402914,-0.019829374711846,0.037907127935280976,2.264662540669876
-0.19935440484877087,0.007993627231608852,0.46239475847620465,-0.01984839555451476,0.03887108493315381,2.296740384836792
-0.19971795604585546,0.0005088436377682857,0.4623216604034791,-0.02009366459852934,0.03990034129904632,2.3348240280117847
-0.1998342427842545,-0.007792388473038866,0.4623469301076765,-0.02016421024389237,0.041130583483658334,2.3774823045427538
-0.1997196325116154,-0.01636178108012474,0.4624275728058826,-0.020327603227599144,0.04308220323405969,2.42241073451703
-0.1996187924550985,-0.023225745117889718,0.46271890341717126,-0.020533719339331763,0.046561400677944176,2.4589772990876915
-0.19966102399969815,-0.029133369965901722,0.4631830319038555,-0.020840496404837955,0.05091838477462042,2.490995302757284
-0.19933917482581612,-0.03470034776597925,0.463532079166858,-0.020576985938716756,0.05367354664566214,2.5210012216690423
-0.19864843109949454,-0.03954699791921356,0.46369020314048015,-0.02016366704706182,0.05475196241988826,2.546354541218503
-0.19776547870286357,-0.0440754171715282,0.46364798489238795,-0.019960698968529117,0.05507740117375176,2.5691748748296774
-0.1969189573522362,-0.048682660868847046,0.46348414699956175,-0.019916451895769065,0.05605622401585614,2.5929995140768103
-0.19627141541657386,-0.053329786820158355,0.4632117275722579,-0.02008214350086483,0.05876153041324909,2.618367426347411
-0.19728119779223904,-0.0574446468471448,0.4626357469200936,-0.020729900891968404,0.06809277087015171,2.645060456645094
-0.20101444317233835,-0.060804905276431384,0.4617644277067177,-0.02178456145737952,0.08731792504169257,2.6734243582850206
-0.2067865482788248,-0.0633673442176567,0.46074751576689593,-0.023871821469418093,0.1128774145887391,2.6999797411063216
-0.2136536806114788,-0.06529865798641678,0.4594981561705629,-0.026408498526232775,0.14131135005460635,2.7231677134540173
-0.22000324745644684,-0.06814648053662539,0.45819599656682036,-0.028936461487693563,0.1683165472001507,2.7477263343182026
-0.2236526983376611,-0.07159823550434069,0.45719262357148366,-0.030658780601838784,0.1857479995945476,2.769272384883021
-0.22493946468155657,-0.07537094868631575,0.45648524647797317,-0.03162244135930589,0.19496915737341333,2.7887394229191655
-0.22493875331577654,-0.07915863334061218,0.4560095048415195,-0.03225179196243465,0.19966999333822533,2.8062842914903947
-0.22359884368997007,-0.08414152135143617,0.4556939211750865,-0.03265554924420636,0.20136784830827342,2.8282666027509724
-0.22221592434069837,-0.08885572327138784,0.4555755066711227,-0.033249069114369235,0.2028757379575074,2.849425549141027
-0.22109055500598213,-0.09439221500183599,0.4554077917971155,-0.033933058188552113,0.2072146927208904,2.875503838020753
-0.22115936918544762,-0.10010952302830693,0.454910690712683,-0.03458329654798292,0.21654382691784485,2.9038158685242275
-0.22201007381022544,-0.10498739121428348,0.4540144524652599,-0.035587938572047964,0.2274115699266972,2.927884425028298
-0.22235231412571932,-0.10953921695132234,0.45297174677685914,-0.036545421303250704,0.2358878813530073,2.949736422995858
-0.2215356328844707,-0.11436659981809436,0.45214817269224034,-0.03711010550682536,0.2411091012746332,2.9721726984462555
-0.21944907158412438,-0.1195108036662595,0.4517576542290203,-0.03727103532410135,0.24309734490119828,2.996232908385031
-0.2164963383441725,-0.12475842191456622,0.4516758392981047,-0.03723508045123457,0.24247048458436102,3.020882323492632
-0.21348576006616968,-0.12869015196183484,0.45154657093640005,-0.03729921518373831,0.2394542041062228,3.039711190188969
-0.21075438258010293,-0.1314459598719891,0.4515100170341175,-0.037409439606458365,0.23520447332202737,3.0530067445196307
-0.2090822610767763,-0.1329293778750165,0.45156097720648675,-0.037739020767651316,0.2322486695728257,3.0601330284690684
-0.20816082290590265,-0.13363431450983698,0.45166649086149363,-0.038125300494762086,0.23033343930680084,3.063417925632844
-0.20766530651862633,-0.13392996029262766,0.45177046788871655,-0.03830198112854034,0.22911821347777328,3.064791579132444
-0.20732788420554796,-0.13403867383658763,0.4519643390189186,-0.03849033035400373,0.22809512393550224,3.064885649643064
-0.2070968335326777,-0.13409967491771785,0.45218702073483147,-0.03860426689145245,0.22733873072711158,3.0646394429755626
-0.20707548534904283,-0.13413214057135833,0.45219416571598525,-0.03868710841597576,0.2268738445880244,3.0644930398090233
-0.2072108624059881,-0.1341461765885152,0.45219372770513894,-0.038727722035617425,0.226746296951444,3.0644410578994825
-0.20760008676870276,-0.13416028723196252,0.45219796859810335,-0.03862803036085581,0.22746909294736922,3.0653720904982933
-0.20802342820189068,-0.13415933437251518,0.4522042228775942,-0.038152300151989324,0.22828934635873693,3.067565928873787
-0.20840922677974402,-0.13416426734788373,0.45231187108658194,-0.03618732258342238,0.22936101065193454,3.0765191675457304
-0.2091204576522619,-0.13417133189876854,0.4524619352845049,-0.031239237293587744,0.2319913040254337,3.09888144460517
-0.20999070846489948,-0.13412613010267296,0.4526011943423439,-0.026296591102076494,0.23461248434238352,3.1220905643166876
-0.21032924094265357,-0.13407900535442227,0.4527350721019053,-0.023136731270549403,0.23482703484759365,3.137338932968889
-0.21045163380756193,-0.13402946719030387,0.45289029892514915,-0.021359418401245795,0.23441070478046253,-3.137758974893441
-0.2106251194518494,-0.13395661042740736,0.45303381041072566,-0.020028267403679974,0.23445763609527137,-3.133179642232364
-0.21059348629059044,-0.13380317334859215,0.45312024820511576,-0.018923728303318305,0.23390725334610116,-3.1309014764236007
-0.21054184496361966,-0.13368818605511115,0.4531608004351145,-0.018543930309156423,0.23343261598338166,-3.1307991747735424
-0.21050040249459978,-0.13362027032235915,0.4531789647183306,-0.018201756066267463,0.23314822293408893,-3.1301471724205583
-0.21033814331933298,-0.13366596046420343,0.45315847718766594,-0.017978535321175926,0.2325934494196116,-3.1287859240055176
-0.210122875187885,-0.13364487214911655,0.4530582387406759,-0.01779548687416931,0.2306816374594597,-3.1284540691522515
-0.20898542222408306,-0.13360250284112302,0.4523654172426944,-0.017795030356117656,0.21968220390409252,-3.1281506777598294
-0.20738650831711317,-0.1334268544996349,0.45123138994766987,-0.01786178907202919,0.20241501845885176,-3.1286016945993733
-0.2062039952351456,-0.13322021284542995,0.4503239753699608,-0.017925503094217504,0.1889306939695333,-3.129338357309774
-0.20558524056306918,-0.13308548062359346,0.44983074577650084,-0.01809094613480695,0.18163485848846184,-3.130332743866423
-0.20530899388403195,-0.13300432995811107,0.44959103770755676,-0.018175769706928087,0.17821590235858942,-3.131139425630614
-0.2051886751123708,-0.13302978675566585,0.4495190704515974,-0.01827274317961457,0.17701019992715233,-3.1312612736834424
-0.20522642587825632,-0.13310083283322305,0.4496305001421301,-0.0183189465552772,0.17693635976711827,-3.1310886146716412
-0.2058082634206476,-0.13315041065217137,0.44976597067900626,-0.018259895528792276,0.17844840692181252,-3.130891992164281
-0.20624995307870228,-0.13317964270224153,0.44989793236464687,-0.01828561978017875,0.1795610715116475,-3.130830239847869
-0.20641082122457183,-0.1331919342662349,0.4500526587698158,-0.018269963447954205,0.17988348387582834,-3.130762229907097
-0.2068105613247567,-0.13319962960778658,0.4501948108729936,-0.018284678423360328,0.18099614764141236,-3.1307452935973017
-0.20754453590078373,-0.1332000326116955,0.45031043398188675,-0.018279683318267372,0.18293203350971235,-3.1307364540336953
-0.20822982310457663,-0.13320014775066624,0.4503956171715168,-0.0182293280865374,0.18473391758191457,-3.130741273081669
-0.20862685604100256,-0.13319716712901752,0.45042573226914295,-0.018193588997897817,0.18548517196593345,-3.130700581998561
-0.2086727560042885,-0.13310923045484818,0.45039548643814864,-0.01818617318856301,0.1850458427343551,-3.131169213565473
-0.20875528133681906,-0.1330047913935445,0.45038505940614093,-0.018186304441938934,0.18493560290617755,-3.131658316095947
-0.2089199697356316,-0.13294666378044845,0.450411933338504,-0.018189383824898552,0.18538066705820855,-3.1319538549624153
-0.20906261657912983,-0.13291455959452217,0.4504236509961267,-0.018193756561524017,0.18578343837870828,-3.132092570415181
-0.20912927852447696,-0.1329073551967173,0.45041825803717933,-0.018241781818871733,0.18590055884800652,-3.1321486113026604
-0.20905944481849387,-0.13289563044378125,0.4504001042071075,-0.018189214146387817,0.185485087463263,-3.132165559355003
-0.20893576941633557,-0.13288931037701157,0.45037929776578434,-0.01823145410116901,0.185041108931317,-3.1322167650322146
-0.20886575423966314,-0.13296210940188988,0.45038047487502875,-0.018220085216687252,0.18493045780747164,-3.131866428837266
-0.20889793338094928,-0.13297119688560124,0.4503966606118556,-0.018239637107258254,0.18525931362694567,-3.1318212747399836
-0.208843887070129,-0.1329606839726659,0.450402608981858,-0.01820119514065929,0.18515382802049218,-3.1318585234781677
