xdiff,ydiff,zdiff,rolldiff,pitchdiff,yawdiff
-0.0009551215993979234,-0.00030921091210794893,-2.1568157476503647e-05,-0.6460004260600873,-5.345014533843916,-0.02276098663920384
-0.0009637340336493272,-0.0002930239880314378,-8.892785552666593e-05,-0.6463741612355833,-5.344980213091208,-0.02286251134467405
-0.0009506505899494477,-0.00030805053352361833,-0.00014319753320973794,-0.6463802171398114,-5.344973229237125,-0.02306576822557104
-0.0009502887314652431,-0.00032984910915118126,-0.00023426381046054434,-0.6460799273949664,-5.344341492963428,-0.023885429712004747
-0.0009392579571809723,-0.00041349868197171347,-0.000138785873449343,-0.645720074935896,-5.343553542068532,-0.024252712440531884
-0.0008363978511077841,-0.0005076064116652512,-5.029703981224154e-05,-0.6456279990827796,-5.344627026423184,-0.024190406684401346
-0.0007946983596016644,-0.0005606725195788087,-8.0325222262978e-05,-0.6459057396359988,-5.346361322348822,-0.024298291326658353
-0.000698432202773186,-0.0005533103222710167,-0.00023120411538529728,-0.6456069203494108,-5.348060151335007,-0.025203887634908752
-0.0003634385385422878,-0.0006890962282027902,-0.00020784569987936097,-0.643724270614128,-5.351628532868709,-0.025876828337448712
0.00013824860711866838,-0.0009292411124612876,-0.00018686610882528987,-0.6407090128169448,-5.360634432409224,-0.0262666830945087
0.0005336295963737636,-0.0010479663859290778,-0.00036702029495194743,-0.6369304000441744,-5.373960141574168,-0.027418090883655696
0.0008770913082516707,-0.0011210971054520513,-0.0004353682721371932,-0.6322038325614441,-5.390588493517766,-0.028103265623879284
0.0011022998446063026,-0.0011772236038841144,-0.00038326293064405714,-0.6272064156020971,-5.4094513796919905,-0.028274516475696287
0.0012256627500821238,-0.0012194119134637527,-0.0003646859668872682,-0.6221865792508481,-5.429993952896622,-0.028149464576314245
0.001491911363346532,-0.0012940986739153892,-0.0004111284099085344,-0.6163137516228012,-5.4530070557668715,-0.02817150520636813
0.00191220507277437,-0.0014214907652938535,-0.0004143073696438182,-0.6091169115777817,-5.477578703866385,-0.02795472540418803
0.002423951133247962,-0.0014725638590534218,-0.00045809817742376024,-0.6005945042500915,-5.505557097916283,-0.027360494468267577
0.0030436914623199196,-0.0015388037938847132,-0.0005606682174454924,-0.5897892409982373,-5.536926156964498,-0.027423388196734073
0.0027560125768196914,-0.0013982154949500059,-0.0003921993062040441,-0.5822399174977071,-5.566135031308202,-0.026710299759574577
0.002594302453594266,-0.001329387309239649,-0.0002497575602357083,-0.5744499126370328,-5.59542316515545,-0.026301909336319373
0.002492284893004043,-0.001257522188547855,-0.00015196220606883415,-0.5672327319198853,-5.623557422111968,-0.025661002955297954
0.002359520813033318,-0.0012331367673349414,-8.438530804494304e-05,-0.5608358629350016,-5.651160739062008,-0.024622978941635378
0.0021354198840019614,-0.0012018234142207596,-0.0001366029809515279,-0.5566658384234342,-5.677821966854483,-0.024230873479280768
0.002125870953787294,-0.0011121463579812918,-0.0002130188310821568,-0.5520604379136349,-5.704045901924067,-0.02557927657434385
0.002979345675741648,-0.0011072407416940488,-5.742939457109575e-05,-0.5423464008495331,-5.732249426265318,-0.025825788777137093
0.0036538909194404317,-0.0011232091980496461,0.00019779068529823807,-0.5315472361183089,-5.769165228185402,-0.024863630304557273
0.0037633289607464896,-0.0010668964769599554,0.0002777413328554079,-0.5226081435903249,-5.809795274656987,-0.025338378435287953
0.0038395408575856074,-0.000874061583486796,0.00021271196813982263,2.6142544319103633,-0.40040628380619614,0.046380116167969644
0.003900488620354206,-0.0006367087683691874,0.00010913524520922424,2.5167523872670925,-0.37539993865468935,0.03110630327837803
0.003910399582262004,-0.0003909060487704008,0.00011355640530430477,2.4133115222942245,-0.34786077124672854,0.02098427101242257
0.004029176696717027,-0.0003308894598664791,0.00020273390511604816,2.3179243318883307,-0.3240815643527788,0.012752496385720936
0.003918899108329002,-0.00043022667202763376,0.0002960154493437672,2.2203814506230946,-0.30743783939461,-0.004694310852542837
0.0038255466789049175,-0.00041886583450817527,0.0003442647128581444,2.125899741020334,-0.2985023066178991,-0.03335716685515653
0.003345623627910979,-0.0002119115211833278,0.00013855696629300196,2.0393565907361877,-0.289453823967071,-0.05711306066865557
0.0032093295215405576,2.4076729608912828e-05,-5.467167383110816e-05,1.9554337542136664,-0.27530482101016895,-0.06841132378776782
0.003099860575196539,0.0002151214411454938,-0.00027847476879488964,1.875983626534909,-0.25891222415008874,-0.07197919239061915
0.0030825922053362848,0.000354892726657452,-0.0001305132894779959,1.796007068886387,-0.2412266342237417,-0.07072205050721297
0.0036869526982043765,0.000715364332270263,-0.0001711907156347614,1.71298540404953,-0.22324361204285115,-0.06939646962694475
0.0039848448496489774,0.0010240814719044145,-7.982284450802624e-05,1.6164699580281487,-0.20333146261871926,-0.0672613374191998
0.003962196634616805,0.001182689631972711,-2.4778914728629253e-05,1.5108328042393029,-0.18413470057898795,-0.06614201981008805
0.0033628018706058915,0.0010057573713458945,0.0001246724580400982,1.4038723448870227,-0.16752012192401278,-0.06625794557564411
0.0031009903178324805,0.0009194483338208492,0.00030172105478726285,1.3127544722348023,-0.15701166053816396,-0.069973586831765
0.0028677502300434587,0.0009276002557527252,0.00029742438040741837,1.2299037377401636,-0.14939403986052735,-0.07585803387401599
0.002245898272098562,0.0006445150461076854,0.00012002312480430266,1.1569337775670623,-0.14270631484018415,-0.07995270544927284
0.0020197280309144083,0.0005857292641025524,-6.910321349051785e-05,1.0944513238741724,-0.13580053579156548,-0.08094949539662215
0.0019556761252494392,0.0005476371087722032,-0.00018603570089037458,1.0358978445910534,-0.12789337019528446,-0.07959098926121477
0.0021190545127394433,0.0006909807706726445,-0.0002730312900494636,0.9743797143960009,-0.11923830620427012,-0.07672223856379062
0.002551739437029854,0.0008686003781507579,-0.0004218904596565709,0.9101141753731008,-0.11003246534835087,-0.07316662551053187
0.003049061664646857,0.0009205783939832957,-0.00027376063352768654,0.8418871002570585,-0.10111625775545052,-0.06933343046201343
0.0032586376526929917,0.0008842003608420523,-4.1042918816902585e-05,0.7693791675785819,-0.0941282320828245,-0.066993696527827
0.0030677882936944734,0.0005998893797516947,0.0001402225548532976,0.7029576622196884,-0.0903330646712539,-0.06736889934784077
0.0028165272919400963,0.0005731371658876105,0.00018401022759223506,0.6433314668512937,-0.08803324865186335,-0.06898950733339469
0.0023436194501066376,0.0005443636201193369,6.632385252586248e-05,0.5777779745379598,-0.08619310813774694,-0.07164559613969704
0.002030293624263435,0.0006836841239024061,-6.071520935824193e-05,0.5174481099224727,-0.08374046221375542,-0.0724464613659503
0.0016944064404810222,0.0005780088576501363,-0.00017064253114434935,0.4652433639935796,-0.08015528839920272,-0.07100199256915689
0.0015508662716781085,0.0006769862903622248,-0.0002753249387262291,0.4163691520110285,-0.07621678039280821,-0.0686454860252165
0.00162842480504638,0.0009520831099975313,-8.664189792206844e-05,0.35620563141005224,-0.07234874896892807,-0.06520710514809741
0.0019494646362522294,0.0013467967662929015,-1.486497514080476e-05,0.2993799364082046,-0.07005160151332035,-0.06342022795777955
0.0022928801368503615,0.0016802511891873817,0.00011470961395393386,0.2327761655443489,-0.06950137257108935,-0.06329844708901314
0.0021999040321612484,0.0014459443240661674,-0.00012507141786494147,0.16437885652539302,-0.06920265953494331,-0.06399150460087497
0.0020101971238271066,0.0012492442196258002,-0.00029822002935314673,0.1052288470108497,-0.06758510366879422,-0.0623543181742605
0.0019006926606703889,0.0013868501334145245,-0.000376812401517157,0.050100760609439104,-0.06373735371192746,-0.05792966113236907
0.0017729014272870325,0.0016175352042433477,-0.00027637635088656465,-0.006879694886468744,-0.060616095214043764,-0.05326326656122435
0.001313531472480589,0.0010339053615530114,-8.492374376894984e-05,-0.06195281192036651,-0.0592914575177943,-0.05014804105867013
0.0010772695384834163,0.000745475084140329,-0.0001837567859252487,-0.11956280545355819,-0.05813518588487954,-0.04738183738065302
0.000833819614811937,0.00036600281660073564,-0.00032210310701791256,-0.16135157763668914,-0.05440207460470692,-0.04227299253109404
0.0006196255418842722,-0.00016146780163117658,-0.00018827877038180008,-0.18988654661312962,-0.051480008489135365,-0.037536268731163766
0.0004694041572275709,-0.0005971380634152701,-7.959479338193187e-05,-0.20439155649394625,-0.049862177665436214,-0.034729817125692314
0.000402935158927642,-0.0008713724271722234,-6.57222296086557e-05,-0.21091015056345264,-0.049110526859230674,-0.033650615384048954
0.0003503573286294248,-0.0009956251676572492,4.569491849260032e-05,-0.21361853615878074,-0.04936616165846619,-0.03312738485334368
0.0003561999437353136,-0.0010069102674739316,0.0001117133709339635,-0.2158638159844124,-0.050452546934864895,-0.03399885020039223
0.00038128664112357935,-0.00102469876949135,-4.636513434608247e-05,-0.21767699667097112,-0.051278079557051104,-0.03526019973924198
0.00037882561318314245,-0.0010507670308312622,-4.687585587304088e-06,-0.21844520430703007,-0.0512236981266585,-0.035129245425942805
0.0004128203728538393,-0.0010408362464153775,3.7698124831897495e-05,-0.21849770102563315,-0.051480406152498936,-0.03521555624970269
0.0004129829536028695,-0.0010544239174055114,5.859480162023756e-05,-0.21577633336857302,-0.05206206243027811,-0.03590723471842472
0.0004067415430101251,-0.0010565404306993043,0.0001481405914813272,-0.2077001108133839,-0.05288918568608203,-0.03651820024903676
0.0004301570130365584,-0.0010605566164529068,0.00023898709199404733,-0.17873231347030114,-0.05346770721593597,-0.03736085987917534
0.00044333670419322013,-0.001078490173607477,0.00029462065166807605,-0.12046720645960204,-0.053683682765345075,-0.038328290574194505
0.00036563983783644005,-0.001103224780681672,0.00023313980345895935,-0.06407070474896492,-0.053378059706858494,-0.03891331488556837
0.00033741194666669916,-0.001103984515973211,0.00018672520186219232,-0.02884230139687358,-0.05273547751112284,-0.03875602312987359
0.0003605413817137637,-0.0010878180726652809,0.00015214658781759205,-0.009742908762906736,-0.053017021336975834,-0.03925323001547494
0.00032248328091977196,-0.0011634514138695873,3.2969224047663115e-05,0.0022148526228002586,-0.0537912895376893,-0.04088624146470729
0.0003440851670815648,-0.0011278118617277788,-3.6837066483275116e-05,0.008982340383794864,-0.05421765117329436,-0.0415166519996899
0.0003604116170036198,-0.0011129871183312712,-5.039429979136756e-05,0.011446513554779752,-0.05445078898823663,-0.04194129301529873
0.00038083323369153543,-0.0010579310954286214,-9.296079957216152e-05,0.014135503785766505,-0.05431802404599795,-0.0420179840076631
0.0003504350101797282,-0.0010922182570395345,-8.369611238950858e-05,0.016199090789926644,-0.053489483690913886,-0.041446725713028945
0.0001305326896107739,-0.001074226263765854,-0.00035644286383224033,0.017399290608962878,-0.049052114762007104,-0.039660469527961734
-0.00016733570418636656,-0.0011704977282123163,-0.0005784141777220864,0.019958573193680457,-0.035185430889467906,-0.02854882162967584
-0.00012739433624980867,-0.001186660460312905,-0.0004776182405987206,0.02336180744516511,-0.01891019594551535,-0.011271755221717833
8.039703629386663e-05,-0.0011296747880149283,-0.00029937280279584977,0.026207903016186716,-0.007833117258192246,0.002315747245573506
0.00022606102911909565,-0.001113800508637408,-0.00020143496060937016,0.026913248311208574,-0.0021388385397163034,0.009593649608545606
0.0003215975944423355,-0.0010389649832865944,-0.0001295298221493102,0.026746618283047682,0.00043215444661548474,0.013094252793243014
0.0003731336232211113,-0.0010141732463427033,5.052886553935654e-05,0.02571793003679661,0.0005638342199465463,0.014084660340122943
0.0004129612979315578,-0.0010154577827770073,0.0001690451123362302,0.024525275499338778,-0.0006979994933407063,0.013210152827060711
0.00042373081956192937,-0.0010309913258164383,0.00015182161889171208,0.023725819555831612,-0.0030191297130981454,0.010858597018045164
0.0003788311463674421,-0.0010428740399570924,0.00014477907531423861,0.023244153817739362,-0.00498526858782844,0.008833722994535977
0.00040223541900269444,-0.0010491831621447512,0.00012770043431359346,0.02311665398607043,-0.006530616062502048,0.007268461040022444
0.0004266696410280546,-0.0010674122857261825,0.00020810708190333038,0.023019552109263704,-0.008650283603024445,0.005175448095364216
0.0004340114263148287,-0.0010565254162068494,0.00021257448076844598,0.022908580000169616,-0.011103132724004983,0.0026979549393506136
0.0003981090124198783,-0.0010586852710992856,0.00010004479555836276,0.022903928673003504,-0.012797918360841098,0.0006587226392284415
0.000349650158268211,-0.0010870211923317274,-7.296387948907412e-05,0.023065641087657428,-0.013234345509375078,-0.0003290422428603723
0.000350041556923697,-0.0011144606555119063,-8.575732585636153e-05,0.024217689292916043,-0.012938874816957213,1.3841823437783785e-05
0.0003795074820621691,-0.0010940596206497621,-1.4412435006161406e-05,0.025359803418210494,-0.013160910736791376,9.664490258744912e-05
0.000380625214267738,-0.0010875760599668993,-3.470019311668793e-05,0.02607414737424952,-0.013602881935309341,-0.0004232456977150828
0.0003864018172674011,-0.0010647525172010064,-4.55765321740742e-05,0.026347386105533912,-0.0139122624721284,-0.0007998195041244438
0.00035896353929543157,-0.0010758145525891494,-9.021867886066515e-05,0.026568509235886342,-0.013731825997376657,-0.000978165541331552
0.00035152508721786324,-0.0010776942901198905,-0.00012101572992812004,0.026624461869409775,-0.013357358437661393,-0.0005385277917768633
0.0003863388913684096,-0.0010208079681054139,-6.417889124482601e-05,0.026528220771594273,-0.013055301801371044,1.899299648229491e-06
0.0003875982228278563,-0.001061518608088896,-7.486936607969952e-05,0.025780136032948972,-0.01303123512923765,2.9588999644496183e-05
0.0003630132016679277,-0.0010730446449974673,-0.00010130471512537209,0.025810182580766457,-0.013182765120129947,-0.00023527004440468402
0.00037547462878678717,-0.001079591126718571,-7.15483170792286e-05,0.025861786830252715,-0.013309269202751217,-0.0001860451010394712
